observed_on,url,image_url,latitude,longitude,positional_accuracy,public_positional_accuracy,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2023-05-04,https://www.inaturalist.org/observations/160913323,https://static.inaturalist.org/photos/278098920/medium.jpg,36.49573,-121.828025,5,5,Lesser hop trefoil,Trifolium dubium,Lesser hop trefoil,Plantae,53313
2023-05-10,https://www.inaturalist.org/observations/160913462,https://inaturalist-open-data.s3.amazonaws.com/photos/278107187/medium.jpg,32.3320645497,-96.6532290473,141,141,Ozark grass,Limnodea arkansana,Ozark grass,Plantae,223773
2023-05-10,https://www.inaturalist.org/observations/160913515,https://static.inaturalist.org/photos/278099094/medium.jpeg,43.5472596,-81.6678215,5,5,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402
2023-05-04,https://www.inaturalist.org/observations/160913530,https://static.inaturalist.org/photos/278099104/medium.jpg,36.49565,-121.82792,5,5,Spreading Rush,Juncus patens,Spreading Rush,Plantae,52798
2023-05-10,https://www.inaturalist.org/observations/160913592,https://inaturalist-open-data.s3.amazonaws.com/photos/278104736/medium.jpg,35.7573827869,-83.2713298314,4,4,striped maple,Acer pensylvanicum,striped maple,Plantae,48095
2023-05-10,https://www.inaturalist.org/observations/160913640,https://inaturalist-open-data.s3.amazonaws.com/photos/278099264/medium.jpg,28.1879466667,-82.32885,5,5,Louisianamoos,Tillandsia usneoides,Spanish moss,Plantae,49569
2023-05-04,https://www.inaturalist.org/observations/160913642,https://static.inaturalist.org/photos/278099284/medium.jpg,36.4956366667,-121.82792,5,5,foothill sedge,Carex tumulicola,foothill sedge,Plantae,64183
2023-05-02,https://www.inaturalist.org/observations/160913662,https://static.inaturalist.org/photos/278095080/medium.jpeg,33.0476930556,-96.8515697222,,,green antelopehorns,Asclepias viridis,green antelopehorns,Plantae,60946
2023-05-02,https://www.inaturalist.org/observations/160913663,https://static.inaturalist.org/photos/278095133/medium.jpeg,33.0481430556,-96.8506930556,,,Texas yellow star,Lindheimera texana,Texas yellow star,Plantae,135211
2023-05-02,https://www.inaturalist.org/observations/160913669,https://static.inaturalist.org/photos/278095290/medium.jpeg,33.0468013889,-96.8496747222,,,jointed goat grass,Aegilops cylindrica,jointed goat grass,Plantae,75290
2023-05-02,https://www.inaturalist.org/observations/160913671,https://static.inaturalist.org/photos/278095388/medium.jpeg,33.0468063889,-96.8496763889,,,Japanese brome,Bromus japonicus,Japanese brome,Plantae,75904
2023-05-02,https://www.inaturalist.org/observations/160913672,https://static.inaturalist.org/photos/278095472/medium.jpeg,33.046685,-96.8496380556,,,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
2023-05-02,https://www.inaturalist.org/observations/160913675,https://static.inaturalist.org/photos/278095558/medium.jpeg,33.0466297222,-96.8484013889,,,Antelopehorn Milkweed,Asclepias asperula,Antelopehorn Milkweed,Plantae,62298
2023-05-02,https://www.inaturalist.org/observations/160913677,https://static.inaturalist.org/photos/278095621/medium.jpeg,33.0472313889,-96.8484280556,,,annual bastard cabbage,Rapistrum rugosum,annual bastard cabbage,Plantae,78835
2023-05-02,https://www.inaturalist.org/observations/160913684,https://static.inaturalist.org/photos/278096009/medium.jpeg,33.04706,-96.8474930556,,,Sweet scabious,Sixalix atropurpurea,Sweet scabious,Plantae,372376
2023-05-02,https://www.inaturalist.org/observations/160913685,https://static.inaturalist.org/photos/278096079/medium.jpeg,33.0470013889,-96.8472463889,,,wild carrot,Daucus carota,wild carrot,Plantae,76610
2023-05-02,https://www.inaturalist.org/observations/160913688,https://static.inaturalist.org/photos/278096126/medium.jpeg,33.0470113889,-96.8472480556,,,upright prairie coneflower,Ratibida columnifera,upright prairie coneflower,Plantae,78836
2023-05-04,https://www.inaturalist.org/observations/160913705,https://static.inaturalist.org/photos/278099383/medium.jpg,36.4956166667,-121.8278966667,5,5,Meadow barley,Hordeum brachyantherum,Meadow barley,Plantae,57173
2023-05-10,https://www.inaturalist.org/observations/160913727,https://inaturalist-open-data.s3.amazonaws.com/photos/278099460/medium.jpg,32.3319600351,-96.6543180191,11,11,prairie wedge grass,Sphenopholis obtusata,prairie wedge grass,Plantae,79182
2023-05-10,https://www.inaturalist.org/observations/160913732,https://inaturalist-open-data.s3.amazonaws.com/photos/278099498/medium.jpg,42.2203807902,-87.9271395999,5,5,Missouri Gooseberry,Ribes missouriense,Missouri Gooseberry,Plantae,82818
2023-05-09,https://www.inaturalist.org/observations/160913735,https://inaturalist-open-data.s3.amazonaws.com/photos/278099440/medium.jpg,37.8816616667,-79.8072283333,3,3,Canadian lousewort,Pedicularis canadensis,Canadian lousewort,Plantae,51227
2023-05-05,https://www.inaturalist.org/observations/160913780,https://inaturalist-open-data.s3.amazonaws.com/photos/278099511/medium.jpg,42.0823638333,-88.5728616667,3399,3399,yellow archangel,Lamium galeobdolon,yellow archangel,Plantae,204339
2023-05-04,https://www.inaturalist.org/observations/160913781,https://static.inaturalist.org/photos/278099505/medium.jpg,36.4954633333,-121.8279716667,5,5,Fuchsiaflower Gooseberry,Ribes speciosum,Fuchsiaflower Gooseberry,Plantae,50824
2023-05-10,https://www.inaturalist.org/observations/160913787,https://inaturalist-open-data.s3.amazonaws.com/photos/278099621/medium.jpg,41.03868532,-81.0088741221,9,9,American cancer-root,Conopholis americana,American cancer-root,Plantae,59980
2023-05-10,https://www.inaturalist.org/observations/160913799,https://static.inaturalist.org/photos/278099532/medium.jpg,43.7865640798,-72.3473981735,767,767,painted trillium,Trillium undulatum,painted trillium,Plantae,51435
2023-05-10,https://www.inaturalist.org/observations/160913809,https://inaturalist-open-data.s3.amazonaws.com/photos/278099573/medium.jpeg,38.9325256348,-76.6808700562,209,209,eastern poison ivy,Toxicodendron radicans,eastern poison ivy,Plantae,58732
2023-05-09,https://www.inaturalist.org/observations/160913823,https://static.inaturalist.org/photos/278099580/medium.jpg,44.0235926144,-122.9903220376,61,61,Barestem Biscuitroot,Lomatium nudicaule,Barestem Biscuitroot,Plantae,77818
2023-05-10,https://www.inaturalist.org/observations/160913863,https://inaturalist-open-data.s3.amazonaws.com/photos/278099698/medium.jpg,38.7421475106,-77.2618385835,48,48,Jack-in-the-Pulpit,Arisaema triphyllum,Jack-in-the-Pulpit,Plantae,50310
2023-05-10,https://www.inaturalist.org/observations/160913884,https://inaturalist-open-data.s3.amazonaws.com/photos/278099684/medium.jpeg,30.5273742676,-97.8237075806,94,94,common hedge parsley,Torilis arvensis,common hedge parsley,Plantae,56846
2023-05-09,https://www.inaturalist.org/observations/160913897,https://inaturalist-open-data.s3.amazonaws.com/photos/278099703/medium.jpg,35.7399533333,-105.9123833333,4,4,Kingcup Cactus,Echinocereus triglochidiatus triglochidiatus,Kingcup Cactus,Plantae,240464
2023-05-10,https://www.inaturalist.org/observations/160913930,https://static.inaturalist.org/photos/278099781/medium.jpeg,43.54727666,-81.66781406,4,4,cut-leaved toothwort,Cardamine concatenata,cut-leaved toothwort,Plantae,60438
2023-05-08,https://www.inaturalist.org/observations/160913960,https://inaturalist-open-data.s3.amazonaws.com/photos/278099828/medium.jpg,41.0618445,-124.1221778333,10,10,leathery polypody,Polypodium scouleri,leathery polypody,Plantae,64288
2023-05-09,https://www.inaturalist.org/observations/160913980,https://static.inaturalist.org/photos/278099898/medium.jpg,35.5604366667,-75.4643466667,4,4,saw greenbrier,Smilax bona-nox,saw greenbrier,Plantae,125677
2023-05-10,https://www.inaturalist.org/observations/160913996,https://static.inaturalist.org/photos/278099914/medium.jpeg,41.2772216797,-81.538734436,106,106,tulip tree,Liriodendron tulipifera,tulip tree,Plantae,53582
2023-05-10,https://www.inaturalist.org/observations/160914027,https://inaturalist-open-data.s3.amazonaws.com/photos/278101544/medium.jpg,41.2507123474,-73.7687498665,18,18,tulip tree,Liriodendron tulipifera,tulip tree,Plantae,53582
2023-05-09,https://www.inaturalist.org/observations/160914030,https://inaturalist-open-data.s3.amazonaws.com/photos/278099961/medium.jpg,35.7250583333,-105.906045,4,4,golden corydalis,Corydalis aurea,golden corydalis,Plantae,76451
2023-05-10,https://www.inaturalist.org/observations/160914068,https://inaturalist-open-data.s3.amazonaws.com/photos/278100049/medium.jpeg,30.5253143311,-97.8229293823,517,517,straggler daisy,Calyptocarpus vialis,straggler daisy,Plantae,84405
2023-05-10,https://www.inaturalist.org/observations/160914070,https://inaturalist-open-data.s3.amazonaws.com/photos/278100069/medium.jpeg,35.7389831543,-93.4346923828,151,151,black cherry,Prunus serotina,black cherry,Plantae,54834
2023-05-10,https://www.inaturalist.org/observations/160914077,https://inaturalist-open-data.s3.amazonaws.com/photos/278099594/medium.jpeg,43.6310974084,-79.9733894069,31,31,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402
2023-05-10,https://www.inaturalist.org/observations/160914079,https://inaturalist-open-data.s3.amazonaws.com/photos/278101222/medium.jpg,31.6438626691,-81.2800652742,5,5,great mullein,Verbascum thapsus,great mullein,Plantae,59029
2023-05-10,https://www.inaturalist.org/observations/160914082,https://inaturalist-open-data.s3.amazonaws.com/photos/278100068/medium.jpeg,43.6937942505,-79.8022994995,65,65,Spotted deadnettle,Lamium maculatum,Spotted deadnettle,Plantae,55828
2023-05-10,https://www.inaturalist.org/observations/160914086,https://inaturalist-open-data.s3.amazonaws.com/photos/278100115/medium.jpg,42.2205782712,-87.9271316716,5,5,Сангвинария канадская,Sanguinaria canadensis,bloodroot,Plantae,51044
2023-05-10,https://www.inaturalist.org/observations/160914148,https://inaturalist-open-data.s3.amazonaws.com/photos/278100135/medium.jpg,38.8926778709,-77.0760481784,14,14,eastern poison ivy,Toxicodendron radicans,eastern poison ivy,Plantae,58732
2023-05-09,https://www.inaturalist.org/observations/160914169,https://inaturalist-open-data.s3.amazonaws.com/photos/278100279/medium.jpg,37.8818966667,-79.806795,4,4,downy rattlesnake plantain,Goodyera pubescens,downy rattlesnake plantain,Plantae,62406
2023-05-10,https://www.inaturalist.org/observations/160914240,https://inaturalist-open-data.s3.amazonaws.com/photos/278111987/medium.jpeg,45.43577952,-73.95667652,7,7,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
2023-05-10,https://www.inaturalist.org/observations/160914243,https://static.inaturalist.org/photos/278100266/medium.jpeg,28.6634521484,-82.3225021362,118,118,lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
2023-05-10,https://www.inaturalist.org/observations/160914274,https://static.inaturalist.org/photos/278100359/medium.jpg,38.773057521,-77.4116608765,4,4,hay-scented fern,Dennstaedtia punctilobula,hay-scented fern,Plantae,63115
2023-05-09,https://www.inaturalist.org/observations/160914276,https://inaturalist-open-data.s3.amazonaws.com/photos/278100360/medium.jpg,37.8950716667,-79.8018416667,3,3,Green-and-gold,Chrysogonum virginianum,Green-and-gold,Plantae,129314
2023-05-08,https://www.inaturalist.org/observations/160914294,https://inaturalist-open-data.s3.amazonaws.com/photos/278100389/medium.jpg,42.45998,-73.1322778333,17,17,dwarf horsetail,Equisetum scirpoides,dwarf horsetail,Plantae,162373
2023-05-10,https://www.inaturalist.org/observations/160914332,https://static.inaturalist.org/photos/278100457/medium.jpg,41.8117005984,-88.0903920718,9,9,Canadian lousewort,Pedicularis canadensis,Canadian lousewort,Plantae,51227
2023-05-10,https://www.inaturalist.org/observations/160914334,https://static.inaturalist.org/photos/278100470/medium.jpg,36.2674466667,-86.9078133333,6,6,lyreleaf sage,Salvia lyrata,lyreleaf sage,Plantae,64093
2023-05-09,https://www.inaturalist.org/observations/160914370,https://inaturalist-open-data.s3.amazonaws.com/photos/278100511/medium.jpg,31.452645,-97.20095,3,3,common selfheal,Prunella vulgaris,common selfheal,Plantae,52764
2023-05-10,https://www.inaturalist.org/observations/160914379,https://inaturalist-open-data.s3.amazonaws.com/photos/278100543/medium.jpg,28.6723065274,-81.3358249237,9,9,guinea grass,Megathyrsus maximus,guinea grass,Plantae,1064938
2023-05-10,https://www.inaturalist.org/observations/160914382,https://inaturalist-open-data.s3.amazonaws.com/photos/278100546/medium.jpeg,45.44876849,-75.7668044,3,3,staghorn sumac,Rhus typhina,staghorn sumac,Plantae,167829
2023-05-10,https://www.inaturalist.org/observations/160914395,https://static.inaturalist.org/photos/278100570/medium.jpeg,43.54764989,-81.66786079,8,8,Canada mayflower,Maianthemum canadense,Canada mayflower,Plantae,67748
2023-05-10,https://www.inaturalist.org/observations/160914408,https://static.inaturalist.org/photos/278242587/medium.jpg,44.5363783333,-72.79352,4,4,yellow trout lily,Erythronium americanum,yellow trout lily,Plantae,48240
2023-05-10,https://www.inaturalist.org/observations/160914425,https://inaturalist-open-data.s3.amazonaws.com/photos/278100645/medium.jpg,37.431795,-77.6779133333,5,5,Solomon's plume,Maianthemum racemosum,Solomon's plume,Plantae,51062
2023-05-06,https://www.inaturalist.org/observations/160914442,https://inaturalist-open-data.s3.amazonaws.com/photos/278100712/medium.jpg,34.441595,-119.85028,4,4,Common Vetch,Vicia sativa,Common Vetch,Plantae,53324
2023-05-10,https://www.inaturalist.org/observations/160914471,https://inaturalist-open-data.s3.amazonaws.com/photos/278100776/medium.jpg,30.2560904696,-98.1443876059,432,432,Indian blanket,Gaillardia pulchella,Indian blanket,Plantae,51768
2023-05-10,https://www.inaturalist.org/observations/160914491,https://inaturalist-open-data.s3.amazonaws.com/photos/278100842/medium.jpg,34.73172,-98.572425,4,4,bigfruit evening primrose,Oenothera macrocarpa,bigfruit evening primrose,Plantae,119117
2023-05-10,https://www.inaturalist.org/observations/160914492,https://inaturalist-open-data.s3.amazonaws.com/photos/278100801/medium.jpeg,32.01585154,-110.64451153,3,3,Leatherweed,Croton pottsii,Leatherweed,Plantae,161168
2023-05-10,https://www.inaturalist.org/observations/160914599,https://static.inaturalist.org/photos/278100972/medium.jpg,41.8118302664,-88.0906061456,8,8,tobacco-root,Valeriana edulis,tobacco-root,Plantae,170113
2023-05-06,https://www.inaturalist.org/observations/160914658,https://inaturalist-open-data.s3.amazonaws.com/photos/278100453/medium.jpg,45.7095586546,-121.3587814952,8,8,Klickitat desert parsley,Lomatium klickitatense,Klickitat desert parsley,Plantae,1234068
2023-05-10,https://www.inaturalist.org/observations/160914661,https://inaturalist-open-data.s3.amazonaws.com/photos/278101040/medium.jpeg,29.7837734222,-98.7105865479,82,82,Pennsylvania pellitory,Parietaria pensylvanica,Pennsylvania pellitory,Plantae,78348
2023-05-10,https://www.inaturalist.org/observations/160914666,https://static.inaturalist.org/photos/278101072/medium.jpg,44.567305,-72.5501033333,25,25,sensitive fern,Onoclea sensibilis,sensitive fern,Plantae,82576
2023-05-09,https://www.inaturalist.org/observations/160914676,https://inaturalist-open-data.s3.amazonaws.com/photos/278101094/medium.jpeg,31.7161583333,-97.5878055556,,,Trailing Rhatany,Krameria lanceolata,Trailing Rhatany,Plantae,126890
2023-05-10,https://www.inaturalist.org/observations/160914688,https://static.inaturalist.org/photos/278101121/medium.jpeg,41.0794532528,-81.444004029,8,8,Sweet Woodruff,Galium odoratum,Sweet Woodruff,Plantae,56065
2023-05-10,https://www.inaturalist.org/observations/160914698,https://static.inaturalist.org/photos/278101203/medium.jpeg,46.8984166667,-71.286535,1,1,bluebead lily,Clintonia borealis,bluebead lily,Plantae,53794
2023-05-09,https://www.inaturalist.org/observations/160914705,https://static.inaturalist.org/photos/278101127/medium.jpg,43.2249966667,-80.0037,4,4,wild geranium,Geranium maculatum,wild geranium,Plantae,47699
2023-05-10,https://www.inaturalist.org/observations/160914723,https://inaturalist-open-data.s3.amazonaws.com/photos/278101168/medium.jpeg,38.9655575822,-76.2205246836,46,46,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687
2023-05-10,https://www.inaturalist.org/observations/160914724,https://static.inaturalist.org/photos/278101167/medium.jpeg,44.52750711,-89.57017989,9,9,yellow trout lily,Erythronium americanum,yellow trout lily,Plantae,48240
